_id,name,asset_type,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,latitude,longitude,parcel_id,residence,iffy_geocoding,available_transportation,parent_location_id,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,geocoding_properties
35630907,Giant Eagle #78,supermarkets,,84478,230 Rodi Road,,,,Pittsburgh,PA,15235,40.4617445773283,-79.8252122711155,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630908,Giant Eagle #91,supermarkets,,84617,318 Cedar Avenue,,,,Pittsburgh,PA,15212,40.4515012707367,-79.9996723779341,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630909,Giant Eagle / Market District Shadyside #40,supermarkets,,84570,5550 Centre Avenue,,,,Pittsburgh,PA,15232,40.4566054440019,-79.9343652788186,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630910,Kuhn's Market,supermarkets,,84581,745 Ingomar  Road,,,,Ingomar,PA,15127,40.581318,-80.055503,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 0.9, 'accuracy_type': 'range_interpolation', 'address_components': {'number': '745', 'street': 'Ingomar', 'suffix': 'Rd', 'formatted_street': 'Ingomar Rd', 'city': 'Pittsburgh', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15237', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630911,Giant Eagle / Market District South Hills #14,supermarkets,,84525,7000 Oxford  Drive,,,,Bethel Park,PA,15102,40.3472222182917,-80.0465464537892,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630912,Kuhn's Market,supermarkets,,84476,700 Beulah Rd,,,,Turtle Creek,PA,15145,40.42616,-79.835056,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 1, 'accuracy_type': 'range_interpolation', 'address_components': {'number': '700', 'street': 'Beulah', 'suffix': 'Rd', 'formatted_street': 'Beulah Rd', 'city': 'Turtle Creek', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15145', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630913,Giant Eagle / Market District Waterworks #72,supermarkets,,84536,910 Freeport  Road,,,,Pittsburgh,PA,15238,40.4880818184585,-79.8943172227734,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630914,Sam's Club #6678,supermarkets,,84590,289 Mt Nebo Pointe Drive,,,,Pittsburgh,PA,15237,40.534182,-80.067947,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 1, 'accuracy_type': 'rooftop', 'address_components': {'number': '289', 'street': 'Mt Nebo Pointe', 'suffix': 'Dr', 'formatted_street': 'Mt Nebo Pointe Dr', 'city': 'Pittsburgh', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15237', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630915,Giant Eagle Express #5103,supermarkets,,84577,2611 Freeport Road,,,,Pittsburgh,PA,15238,40.5378348108938,-79.838817397384,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630916,Save A Lot / Wilkinsburg,supermarkets,,84629,725 Ross St,,,,Pittsburgh,PA,15221,40.442874,-79.884791,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 1, 'accuracy_type': 'range_interpolation', 'address_components': {'number': '725', 'street': 'Ross', 'suffix': 'St', 'formatted_street': 'Ross St', 'city': 'Pittsburgh', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15221', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630917,Giant Eagle Store #600,supermarkets,,79649,2001 Lincoln  Way,,,,Mc Keesport,PA,15131,40.3355093395296,-79.8040198034118,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630918,Gordon Food Service,supermarkets,,84564,3620 Wm Penn Hwy,,,,Monroeville,PA,15146,40.4320784359189,-79.7996115341044,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630919,Gordon Food Service Store,supermarkets,,84565,1 Urbano Way,,,,Pittsburgh,PA,15205,40.4573716007765,-80.1659936179759,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630920,Gordon Food Service Store ,supermarkets,,84568,510 Clairton Blvd,,,,Pittsburgh,PA,15236,40.3338231198288,-79.9470969897752,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630921,Gurung Brothers ,supermarkets,,84626,2950 Brownsville Road,,,,Pittsburgh,PA,15227,40.3814730252973,-79.9765425506129,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630922,Kuhn's Market,supermarkets,,84615,2412 Ferguson  Road,,,,Allison Park,PA,15101,40.5549333517801,-79.9724557251409,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630923,Kuhn's Market,supermarkets,,81711,4801 McKnight Road,,,,Pittsburgh,PA,15237,40.5263638955816,-80.0087942442622,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630924,Kuhn's Market,supermarkets,,84448,661 Lincoln Ave,,,,Pittsburgh,PA,15202,40.4971622083202,-80.06027922446,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630925,Kuhn's Market,supermarkets,,84556,1130 Highwood St,,,,Pittsburgh,PA,15212,40.4683946374744,-80.0266026129949,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630926,Kuhn's Market #4,supermarkets,,83539,3125 Banksville Road,,,,Pittsburgh,PA,15216,40.3998001269022,-80.0434513724498,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630927,Lamperts Deli Express,supermarkets,,84607,2010 Eden Park Boulevard,,,,Mc Keesport,PA,15132,40.3426199543635,-79.8291410119728,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630928,Las Palmas,supermarkets,,84602,700 Brookline Boulevard,,,,Pittsburgh,PA,15226,40.3945831705757,-80.0216923070246,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630929,Leonard Labriola Foods,supermarkets,,84567,121 Hulton Road,,,,Verona,PA,15147,40.484548731855,-79.8201127507331,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630930,Leonard Labriola's Italian Market,supermarkets,,84628,4039 Monroeville  Boulevard,,,,Monroeville,PA,15146,40.4356127538586,-79.7689326193654,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630931,Leonard Labriola's Italian Store,supermarkets,,84606,112 Northgate Drive,,,,Warrendale,PA,15086,40.6505072280339,-80.0782054518127,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630932,Lotus Noodle Co,supermarkets,,84575,1649 Penn Avenue,,,,Pittsburgh,PA,15222,40.4497663732215,-79.986426220449,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630933,Many More Asian Market,supermarkets,,84630,3050 Smallman Street,,,,Pittsburgh,PA,15201,40.4598254466306,-79.9725676376452,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630934,Market on Broadway IGA / Las Palmas,supermarkets,,84596,1616 Broadway Avenue,,,,Pittsburgh,PA,15216,40.4101126324247,-80.024943742701,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630935,Murray Avenue Kosher,supermarkets,,84500,1912 Murray  Avenue,,,,Pittsburgh,PA,15217,40.4355414383475,-79.9231754772003,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630936,Oriental Market,supermarkets,,84594,4768 McKnight  Road,,,,Pittsburgh,PA,15237,40.51991327124,-80.0043708914935,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630937,Patel Brothers,supermarkets,,84621,312 Mall Plaza Boulevard,,,,Monroeville,PA,15146,40.433412,-79.78908,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'confidence': 0.8, 'accuracy': 'point', 'match_type': 'interpolated', 'layer': 'address', 'label': '312 Mall Plaza Boulevard, Monroeville, PA, USA'}"
35630938,Patsy's Market,supermarkets,,84551,483 Center Avenue,,,,Verona,PA,15147,40.5066864590562,-79.8397324193068,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630939,Robert Wholey Co,supermarkets,,80584,1711 Penn Avenue,,,,Pittsburgh,PA,15222,40.4501010031256,-79.9858632975096,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630940,Safrans Market,supermarkets,,84462,429 Walnut Street,,,,Sewickley,PA,15143,40.5410391195376,-80.1822622094134,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630941,Sam's Club #4952,supermarkets,,84583,2000 Village Center Drive,,,,Tarentum,PA,15084,40.5658148226346,-79.8042349198677,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630942,Sam's Club #6575,supermarkets,,84493,249 Summit Park Drive,,,,Pittsburgh,PA,15275,40.4495538766619,-80.1779904349046,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630943,Sam's Club #6677,supermarkets,,81326,3621 Wm Penn Hwy,,,,Monroeville,PA,15146,40.4364851928196,-79.7995118358429,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630944,Sam's Club #6679,supermarkets,,84588,2251 Century  Drive,,,,West Mifflin,PA,15122,40.3438997276761,-79.9490457924018,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630945,Save A Lot / Duquesne,supermarkets,,84600,9 Duquesne Plaza,,,,Duquesne,PA,15110,40.3745913445493,-79.8468335297461,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630946,Save A Lot / North Versailles,supermarkets,,83973,355 Lincoln Hwy,,,,North Versailles,PA,15137,40.3844829417729,-79.8212778114393,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630947,Shop 'n Save,supermarkets,,84528,450 56th Street,,,,Pittsburgh,PA,15201,40.4832210796356,-79.9486161713864,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630948,Shop 'n Save,supermarkets,,84571,2362 Golden Mile  Highway,,,,Pittsburgh,PA,15239,40.4624461319207,-79.7047653659144,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630949,Shop 'n Save,supermarkets,,84589,799 Castle Shannon  Boulevard,,,,Pittsburgh,PA,15234,40.3691959160416,-80.0286316622096,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630950,Shop 'n Save,supermarkets,,84469,4647 Buttermilk Hollow  Road,,,,West Mifflin,PA,15122,40.360992148186,-79.9065353115039,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630951,Shop 'n Save #0212404 Imperial,supermarkets,,84584,600 Market Place Drive,,,,Oakdale,PA,15071,40.4402026512141,-80.241229135522,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630952,Shop 'n Save / Glenshaw #212403,supermarkets,,84573,917 Butler  Street,,,,Glenshaw,PA,15116,40.511435,-79.949184,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 0.8, 'accuracy_type': 'rooftop', 'address_components': {'number': '917', 'street': 'Butler', 'suffix': 'St', 'formatted_street': 'Butler St', 'city': 'Pittsburgh', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15223', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630953,Shop 'n Save #1076 Mt. Washington,supermarkets,,84466,125 Virginia Avenue,,,,Pittsburgh,PA,15211,40.4294207827719,-80.0079707599967,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630954,Shop 'n Save Penn Hills ,supermarkets,,84512,2820 Universal  Road,,,,Pittsburgh,PA,15235,40.476155,-79.784692,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 0.78, 'accuracy_type': 'rooftop', 'address_components': {'number': '2820', 'street': 'Main', 'suffix': 'St', 'formatted_street': 'Main St', 'city': 'Pittsburgh', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15235', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630955,Shop 'n Save - Pines Plaza ,supermarkets,,82607,1130 Perry  Highway,,,,Pittsburgh,PA,15237,40.5479378815443,-80.0355798189684,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630956,Trader Joe's #624,supermarkets,,84613,9020 Covenant Avenue,,,,Pittsburgh,PA,15237,40.570472,-80.022153,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 1, 'accuracy_type': 'rooftop', 'address_components': {'number': '9020', 'street': 'Covenant', 'suffix': 'Ave', 'formatted_street': 'Covenant Ave', 'city': 'Pittsburgh', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15237', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630957,Shop 'n Save - Ross's Village,supermarkets,,84609,1886 Homeville Road,,,,West Mifflin,PA,15122,40.3654532753713,-79.8733260440576,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630958,Shop 'n Save - Wilkins Twp,supermarkets,,84619,3335 Wm Penn  Highway,,,,Pittsburgh,PA,15235,40.4329188881668,-79.817628876349,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630959,Whitehall Asian Supermarket,supermarkets,,84604,1406 Radford  Road,,,,Pittsburgh,PA,15227,40.363957,-79.967437,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 1, 'accuracy_type': 'rooftop', 'address_components': {'number': '1406', 'street': 'Radford', 'suffix': 'Rd', 'formatted_street': 'Radford Rd', 'city': 'Pittsburgh', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15227', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630960,Shop 'n Save / Brownsville Road,supermarkets,,84474,1119 Brownsville  Road,,,,Pittsburgh,PA,15210,40.4048249476727,-79.989721255342,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
35630961,Wal-Mart Super Center #2588,supermarkets,,85853,100 WAL-MART DR,,,,NORTH VERSAILLES,PA,15137,40.386894,-79.824297,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'accuracy': 1, 'accuracy_type': 'rooftop', 'address_components': {'number': '100', 'street': 'Walmart', 'suffix': 'Dr', 'formatted_street': 'Walmart Dr', 'city': 'North Versailles', 'county': 'Allegheny County', 'state': 'PA', 'zip': '15137', 'country': 'US'}, 'geocoder': 'Geocodio'}"
35630962,Shop 'n Save / Century Square,supermarkets,,84593,2381 Mountain View  Drive,,,,West Mifflin,PA,15122,40.3449102270979,-79.946597630338,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
